node_idx,position_x,position_y,area,roughness,min_elevation,elevation,aspect,curvature,flow_accumulation
1706,802351.56,349407.44,625.0,0.06,311.44287,315.71875,108.88581,0.00061813754,1.0
1707,802376.56,349407.44,625.0,0.06,309.9188,310.1875,82.05234,8.805926e-05,1.0
1708,802401.56,349407.44,625.0,0.1,309.22183,310.15625,46.98814,1.3067675e-05,2.0
1709,802426.56,349407.44,625.0,0.1,308.5216,309.46875,39.22829,2.8940842e-06,1.0
1710,802451.56,349407.44,625.0,0.06,308.39377,309.1875,10.03312,2.4442477e-05,1.0
1711,802476.56,349407.44,625.0,0.06,308.55957,308.9375,282.77213,6.104986e-05,3.0
1712,802501.56,349407.44,625.0,0.06,309.6744,311.15625,297.21094,4.9179876e-06,1.0
1713,802526.56,349407.44,625.0,0.06,311.73492,313.375,273.88028,2.0432846e-05,1.0
1714,802551.56,349407.44,625.0,0.06,314.73575,316.125,283.91498,0.00012332459,1.0
1715,802576.56,349407.44,625.0,0.06,318.4935,321.6875,258.1398,0.0003011645,1.0
1716,802601.56,349407.44,625.0,0.1,322.46033,322.875,343.74597,1.9290854e-05,1.0
1717,802626.56,349407.44,625.0,0.1,322.5191,322.8125,105.682175,8.287957e-06,6.0
1718,802651.56,349407.44,768.32623,0.06,321.63098,321.84375,46.037975,5.335649e-05,1.0
1719,802776.56,349407.44,652.10754,0.06,322.0392,322.375,8.784729,6.5278203e-07,1.0
1720,802801.56,349407.44,625.0,0.06,321.40018,321.96875,75.92683,7.3196145e-07,1.0
1721,802826.56,349407.44,625.0,0.06,320.39877,321.34375,61.682545,6.018775e-06,2.0
1722,802851.56,349407.44,625.0,0.06,318.92685,319.75,45.783134,2.7097885e-05,1.0
1723,802876.56,349407.44,625.0,0.06,318.55002,318.8125,353.9723,0.00011875438,1.0
1724,802901.56,349407.44,625.0,0.06,317.65793,319.40625,81.1347,3.8855895e-05,1.0
1725,802926.56,349407.44,625.0,0.06,314.40475,316.65625,54.584,6.725093e-05,1.0
1726,802951.56,349407.44,625.0,0.06,313.46875,315.3125,297.40625,0.00020865025,3.0
1727,802976.56,349407.44,625.0,0.06,315.03,317.0625,310.437,1.0210699e-05,1.0
1728,803001.56,349407.44,625.0,0.06,317.08194,318.53125,308.82617,2.0485126e-05,1.0
1729,803026.56,349407.44,625.0,0.06,318.62692,320.125,311.56863,5.140542e-05,1.0
1730,803051.56,349407.44,625.0,0.06,319.555,319.875,355.56464,6.828798e-05,1.0
1731,803076.56,349407.44,625.0,0.06,318.41,319.625,65.83451,4.532678e-06,1.0
1732,803101.56,349407.44,625.0,0.06,312.86002,317.8125,84.57617,0.0016619187,1.0
1733,803126.56,349407.44,625.0,0.06,311.18768,313.1875,304.1141,3.5441626e-05,1.0
1734,803151.56,349407.44,625.0,0.06,313.96457,316.1875,276.63235,6.5852737e-06,1.0
1735,803176.56,349407.44,625.0,0.06,316.5882,318.625,338.71564,3.4560166e-05,1.0
1736,803201.56,349407.44,625.0,0.06,317.7074,320.125,342.6349,0.00025351558,1.0
1737,803226.56,349407.44,625.0,0.06,319.3769,320.84375,181.6651,1.6423683e-05,2.0
1738,803251.56,349407.44,625.0,0.06,321.0776,321.59375,336.82913,8.306875e-06,2.0
1739,803276.56,349407.44,625.0,0.06,321.4413,322.3125,326.80988,3.7879565e-06,1.0
1740,803301.56,349407.44,625.0,0.06,322.2864,323.5,329.3131,2.5025978e-05,3.0
1741,803326.56,349407.44,625.0,0.06,323.0344,324.46875,320.0207,6.5360623e-06,1.0
1742,803351.56,349407.44,625.0,0.06,323.85107,324.96875,316.68207,2.4137347e-05,2.0
1743,803376.56,349407.44,625.0,0.06,324.10004,325.0,46.8539,3.0849078e-05,1.0
1744,803401.56,349407.44,625.0,0.06,324.1063,324.78125,314.6789,1.18929165e-05,1.0
1745,803426.56,349407.44,625.0,0.06,324.9982,325.6875,303.31857,3.4320456e-05,2.0
1746,803451.56,349407.44,625.0,0.06,325.6504,326.75,317.936,7.717926e-06,1.0
1747,803476.56,349407.44,625.0,0.06,326.9133,328.34375,300.5763,1.7471928e-05,1.0
1748,803501.56,349407.44,625.0,0.06,328.94827,329.5625,0.3300955,5.008754e-06,1.0
1749,803526.56,349407.44,625.0,0.06,329.40762,330.0625,335.8053,1.0466445e-05,1.0
1750,803551.56,349407.44,625.0,0.06,329.9591,330.71875,283.20142,2.3760544e-05,1.0
1751,803576.56,349407.44,625.0,0.06,330.6573,331.59375,268.22815,6.1994775e-05,3.0
1752,803601.56,349407.44,625.0,0.06,329.8756,331.3125,222.95096,4.944747e-06,1.0
1753,803626.56,349407.44,625.0,0.06,329.38824,329.78125,93.54236,2.4917189e-14,1.0
1754,803651.56,349407.44,727.7506,0.06,329.80795,332.5625,313.05038,1.9107543e-05,1.0
1755,801676.56,349382.44,808.1475,0.06,355.7584,356.28125,52.072083,7.9499805e-06,1.0
1756,801701.56,349382.44,625.0,0.06,353.01923,355.6875,84.931274,5.8004593e-05,1.0
1757,801726.56,349382.44,625.0,0.06,348.56973,351.46875,66.984505,5.3970302e-06,1.0
1758,801751.56,349382.44,625.0,0.06,344.4936,347.59375,61.60422,1.8526642e-05,1.0
1759,801776.56,349382.44,625.0,0.06,341.3746,344.15625,52.82902,1.8057635e-05,1.0
1760,801801.56,349382.44,625.0,0.06,340.91724,341.96875,25.034712,2.062007e-05,5.0
1761,801826.56,349382.44,625.0,0.06,340.87894,342.125,343.28122,0.00010138775,1.0
1762,801851.56,349382.44,625.0,0.06,341.33707,342.59375,8.17213,0.00010916775,1.0
1763,801876.56,349382.44,625.0,0.06,342.3079,343.125,315.76144,4.4721517e-05,1.0
1764,801901.56,349382.44,625.0,0.06,343.54642,344.0,209.44946,3.826809e-06,1.0
1765,801926.56,349382.44,625.0,0.06,343.9758,344.96875,298.53052,0.0002046511,2.0
1766,801951.56,349382.44,625.0,0.06,346.11575,349.0625,233.7091,0.00023387936,1.0
1767,801976.56,349382.44,625.0,0.06,348.65088,350.78125,116.238075,0.0002634911,3.0
1768,802001.56,349382.44,625.0,0.1,348.48282,348.84375,329.94446,5.80617e-06,1.0
1769,802026.56,349382.44,625.0,0.1,348.48538,348.8125,24.998331,3.6568758e-07,1.0
1770,802051.56,349382.44,625.0,0.1,347.98566,348.46875,40.647312,7.4389754e-06,1.0
1771,802076.56,349382.44,625.0,0.06,343.43222,347.4375,89.86036,0.00012370231,3.0
1772,802101.56,349382.44,625.0,0.06,337.93954,343.03125,39.277626,2.1392552e-05,1.0
1773,802126.56,349382.44,843.42365,0.06,332.7855,338.25,36.65756,0.00018244376,1.0
1774,802351.56,349382.44,731.5305,0.06,311.85657,314.84375,62.9146,7.711429e-05,1.0
1775,802376.56,349382.44,625.0,0.06,310.50394,311.15625,54.662518,0.00020408361,3.0
1776,802401.56,349382.44,625.0,0.1,310.08868,310.6875,42.58228,2.4457686e-06,1.0
1777,802426.56,349382.44,625.0,0.1,309.8094,310.28125,4.996761,6.8833685e-08,1.0
1778,802451.56,349382.44,625.0,0.1,309.46085,309.78125,83.97824,6.611931e-06,2.0
1779,802476.56,349382.44,625.0,0.06,309.27814,310.03125,310.6908,1.8326591e-05,1.0
1780,802501.56,349382.44,625.0,0.06,310.55005,311.625,303.54382,4.067702e-05,1.0
1781,802526.56,349382.44,625.0,0.06,312.25574,314.34375,313.7156,4.731623e-05,1.0
1782,802551.56,349382.44,625.0,0.06,314.96698,316.0625,233.84915,0.00014646415,1.0
1783,802576.56,349382.44,625.0,0.06,316.25604,320.96875,232.23871,0.00039441514,1.0
1784,802601.56,349382.44,625.0,0.06,320.11633,322.75,220.6917,7.0370515e-05,1.0
1785,802626.56,349382.44,827.27576,0.06,322.34122,322.71875,116.64342,2.495535e-05,1.0
1786,802776.56,349382.44,738.66003,0.06,322.56955,322.6875,37.52108,6.0531706e-06,1.0
1787,802801.56,349382.44,625.0,0.06,322.01184,322.46875,72.58937,4.7633497e-05,3.0
1788,802826.56,349382.44,625.0,0.06,320.9764,322.15625,16.86419,2.3901464e-05,1.0
1789,802851.56,349382.44,625.0,0.06,320.1984,320.9375,46.498676,6.0661412e-05,1.0
1790,802876.56,349382.44,625.0,0.06,320.05237,320.625,356.78113,7.463972e-06,1.0
1791,802901.56,349382.44,625.0,0.06,318.379,319.6875,72.66158,5.152074e-05,1.0
1792,802926.56,349382.44,625.0,0.06,315.3472,317.125,96.505165,0.0002518637,1.0
1793,802951.56,349382.44,625.0,0.06,315.4339,317.5625,311.62656,0.00019196515,1.0
1794,802976.56,349382.44,625.0,0.06,317.28674,318.6875,308.3897,2.004395e-05,1.0
1795,803001.56,349382.44,625.0,0.06,318.6319,319.59375,301.16672,4.525401e-06,1.0
1796,803026.56,349382.44,625.0,0.06,319.8297,320.9375,312.15646,1.1760525e-05,1.0
1797,803051.56,349382.44,625.0,0.06,320.6428,321.34375,18.333733,1.7523485e-05,1.0
1798,803076.56,349382.44,625.0,0.06,319.49002,320.4375,41.31673,4.2572086e-05,1.0
1799,803101.56,349382.44,625.0,0.06,313.52048,318.59375,60.471622,0.0005498074,1.0
1800,803126.56,349382.44,625.0,0.06,312.81955,315.0625,337.5217,0.00064973015,3.0
1801,803151.56,349382.44,625.0,0.06,315.46295,317.875,302.9944,4.9731996e-05,1.0
1802,803176.56,349382.44,625.0,0.06,318.58295,320.125,284.12973,0.00011596546,2.0
1803,803201.56,349382.44,625.0,0.06,320.1958,320.6875,336.5879,2.2477854e-05,1.0
1804,803226.56,349382.44,625.0,0.06,320.6844,321.65625,356.21442,1.3135786e-05,1.0
1805,803251.56,349382.44,625.0,0.06,321.53125,322.40625,316.1341,2.8925633e-05,1.0
1806,803276.56,349382.44,625.0,0.06,322.58008,323.71875,303.0166,3.4218551e-06,1.0
1807,803301.56,349382.44,625.0,0.06,323.77713,324.875,314.43805,2.5903539e-05,1.0
1808,803326.56,349382.44,625.0,0.06,324.7455,325.84375,332.28232,4.13916e-06,1.0
1809,803351.56,349382.44,625.0,0.06,325.3076,326.21875,353.55988,5.656915e-06,1.0
1810,803376.56,349382.44,625.0,0.06,325.53125,326.34375,13.410026,4.552128e-06,1.0
1811,803401.56,349382.44,625.0,0.06,325.35782,326.25,355.64807,5.7645662e-05,1.0
1812,803426.56,349382.44,625.0,0.06,325.88522,326.90625,320.877,5.8609472e-05,1.0
1813,803451.56,349382.44,625.0,0.06,327.02966,328.71875,317.99847,0.00029713011,1.0
1814,803476.56,349382.44,625.0,0.06,328.79843,329.8125,106.41796,0.00013114566,31.0
1815,803501.56,349382.44,625.0,0.06,329.64484,330.15625,318.81686,2.2079544e-06,1.0
1816,803526.56,349382.44,625.0,0.06,330.0542,330.4375,315.6673,3.2145228e-05,3.0
1817,803551.56,349382.44,625.0,0.06,330.77292,331.0625,325.18765,1.1792506e-06,1.0
1818,803576.56,349382.44,625.0,0.06,330.92737,331.5625,342.85065,5.851898e-07,1.0
1819,803601.56,349382.44,625.0,0.06,328.56888,330.09375,269.1216,6.961878e-06,1.0
1820,803626.56,349382.44,792.46936,0.06,328.76248,331.59375,297.96512,0.0008421866,1.0
1821,801676.56,349357.44,844.89124,0.06,356.16446,357.5,342.97583,6.357671e-05,1.0
1822,801701.56,349357.44,625.0,0.06,355.56287,356.09375,52.98824,3.0824285e-05,1.0
1823,801726.56,349357.44,625.0,0.06,350.61722,354.8125,57.540886,0.00025269692,1.0
1824,801751.56,349357.44,625.0,0.06,347.40796,350.375,43.08172,7.673373e-05,1.0
1825,801776.56,349357.44,625.0,0.06,343.98785,346.75,56.50379,2.5932506e-05,1.0
1826,801801.56,349357.44,625.0,0.06,342.89526,344.875,17.352446,5.383653e-05,1.0
1827,801826.56,349357.44,625.0,0.06,343.17795,346.125,336.64877,2.8813038e-05,1.0
1828,801851.56,349357.44,625.0,0.06,343.7416,346.5625,30.215378,5.4240154e-05,2.0
1829,801876.56,349357.44,625.0,0.06,343.51254,344.84375,14.445871,0.0001092042,1.0
1830,801901.56,349357.44,625.0,0.06,344.07498,344.46875,10.864949,0.00035281206,1.0
1831,801926.56,349357.44,625.0,0.06,344.46597,346.8125,295.51825,5.8506186e-05,1.0
1832,801951.56,349357.44,625.0,0.06,347.58414,349.90625,291.0944,7.497023e-05,1.0
1833,801976.56,349357.44,625.0,0.06,348.83435,349.65625,67.800865,0.00035028622,1.0
1834,802001.56,349357.44,625.0,0.06,348.8367,349.125,279.46353,2.7836995e-06,6.0
1835,802026.56,349357.44,625.0,0.06,348.8759,349.21875,322.11276,7.713916e-06,1.0
1836,802051.56,349357.44,625.0,0.1,348.40155,348.84375,26.497139,7.4941956e-05,2.0
1837,802076.56,349357.44,625.0,0.06,346.95337,349.8125,32.72477,2.5527263e-05,1.0
1838,802101.56,349357.44,625.0,0.06,344.04547,347.15625,39.604923,0.00042413746,1.0
1839,802126.56,349357.44,625.0,0.06,339.1312,344.59375,40.058784,0.00060963683,1.0
1840,802151.56,349357.44,778.34406,0.06,331.4161,338.46875,67.57184,0.0004538651,5.0
1841,802176.56,349357.44,725.6461,0.06,325.50055,329.0,38.827793,0.00016308925,1.0
1842,802376.56,349357.44,573.9205,0.06,311.10538,313.375,50.65224,3.8075133e-05,1.0
1843,802401.56,349357.44,717.07874,0.06,310.84113,311.21875,15.974966,5.8913636e-05,1.0
1844,802426.56,349357.44,625.0,0.06,310.3504,311.0,145.0916,6.0183593e-06,2.0
1845,802451.56,349357.44,625.0,0.06,309.97653,310.8125,333.21964,5.3955162e-05,1.0
1846,802476.56,349357.44,625.0,0.06,310.11755,311.75,323.53336,5.676365e-06,1.0
1847,802501.56,349357.44,625.0,0.06,311.5755,313.625,317.24124,6.6281737e-06,1.0
1848,802526.56,349357.44,625.0,0.1,313.61127,315.6875,300.92596,1.7592214e-05,1.0
1849,802551.56,349357.44,625.0,0.06,315.7236,316.34375,346.35403,1.1191371e-05,2.0
1850,802576.56,349357.44,625.0,0.06,316.18448,316.40625,243.66527,0.0002584049,1.0
1851,802601.56,349357.44,861.61884,0.06,316.44226,319.28125,216.69592,3.1596766e-05,1.0
1852,802751.56,349357.44,733.60455,0.06,323.0,323.40625,13.447421,5.7122304e-07,2.0
1853,802776.56,349357.44,625.0,0.06,322.76962,323.1875,58.124638,2.04584e-05,1.0
1854,802801.56,349357.44,625.0,0.06,322.61414,322.875,64.42149,5.5014875e-06,3.0
1855,802826.56,349357.44,625.0,0.06,322.58484,322.84375,358.3731,1.0031372e-05,1.0
1856,802851.56,349357.44,625.0,0.06,320.98367,322.4375,50.41203,8.0617494e-05,1.0
1857,802876.56,349357.44,625.0,0.06,320.40195,320.96875,66.702614,9.719793e-06,1.0
1858,802901.56,349357.44,625.0,0.06,318.78314,320.25,91.2248,0.00010913103,1.0
1859,802926.56,349357.44,625.0,0.06,317.81866,318.625,73.68259,1.2941286e-05,1.0
1860,802951.56,349357.44,625.0,0.06,317.8706,318.53125,306.76047,1.834866e-05,1.0
1861,802976.56,349357.44,625.0,0.06,318.55524,319.8125,314.36774,3.466652e-06,1.0
1862,803001.56,349357.44,625.0,0.06,319.5679,321.03125,320.56357,2.0112473e-06,1.0
1863,803026.56,349357.44,625.0,0.06,320.87762,322.375,347.08386,9.587919e-06,1.0
1864,803051.56,349357.44,625.0,0.06,321.5151,322.21875,23.810816,1.6129015e-05,1.0
1865,803076.56,349357.44,625.0,0.06,320.39185,321.34375,61.551964,1.4755826e-05,1.0
1866,803101.56,349357.44,625.0,0.06,318.5332,319.84375,45.317326,0.00012409408,3.0
1867,803126.56,349357.44,625.0,0.06,318.12018,319.46875,4.8391385,1.3518992e-05,1.0
1868,803151.56,349357.44,625.0,0.06,318.32007,319.53125,4.9743853,1.452115e-05,1.0
1869,803176.56,349357.44,625.0,0.06,319.33957,321.03125,343.33215,3.4433433e-05,1.0
1870,803201.56,349357.44,625.0,0.06,320.6687,322.0625,344.5801,0.0002939997,1.0
1871,803226.56,349357.44,625.0,0.06,321.77045,322.5625,327.91962,0.00012096121,1.0
1872,803251.56,349357.44,625.0,0.06,322.50565,323.53125,358.86475,3.4021774e-05,1.0
1873,803276.56,349357.44,625.0,0.06,323.6044,324.96875,321.84567,5.8731275e-05,1.0
1874,803301.56,349357.44,625.0,0.06,324.6987,326.5625,320.30847,0.00010482943,1.0
1875,803326.56,349357.44,625.0,0.06,326.1397,327.03125,250.91481,6.663286e-05,3.0
1876,803351.56,349357.44,625.0,0.06,326.7406,327.0625,300.8037,3.9629394e-05,2.0
1877,803376.56,349357.44,625.0,0.06,326.8589,327.5625,330.0091,3.7184332e-06,1.0
1878,803401.56,349357.44,625.0,0.06,326.76248,328.0625,332.625,3.4617173e-05,1.0
1879,803426.56,349357.44,625.0,0.06,327.60037,328.75,321.05142,4.1736457e-06,1.0
1880,803451.56,349357.44,625.0,0.06,328.79214,329.21875,212.25763,1.6434533e-05,5.0
1881,803476.56,349357.44,625.0,0.06,329.2833,329.65625,168.25038,1.9813115e-05,11.0
1882,803501.56,349357.44,625.0,0.06,329.8827,330.3125,312.697,1.4628918e-05,4.0
1883,803526.56,349357.44,625.0,0.06,330.6483,331.125,282.98468,1.0853686e-05,4.0
1884,803551.56,349357.44,625.0,0.06,330.91626,332.09375,13.566642,9.0428744e-05,1.0
1885,803576.56,349357.44,625.0,0.06,330.37003,331.59375,113.57899,1.588226e-05,1.0
1886,803601.56,349357.44,857.1881,0.06,329.08746,331.0625,319.1823,0.0005001576,1.0
1887,801676.56,349332.44,965.94366,0.06,357.25168,358.03125,22.567518,1.3254141e-05,1.0
1888,801701.56,349332.44,625.0,0.06,356.32114,357.1875,54.58069,2.169882e-06,1.0
1889,801726.56,349332.44,625.0,0.06,354.1909,356.5625,355.3181,4.3392847e-05,2.0
1890,801751.56,349332.44,625.0,0.06,349.39783,353.15625,59.08158,2.348791e-05,1.0
1891,801776.56,349332.44,625.0,0.06,346.91757,349.21875,33.161427,1.9959149e-05,1.0
1892,801801.56,349332.44,625.0,0.06,346.3013,347.875,5.769679,7.1941686e-05,1.0
1893,801826.56,349332.44,625.0,0.06,346.95825,349.1875,321.6714,1.48885265e-05,1.0
1894,801851.56,349332.44,625.0,0.06,347.42105,349.96875,23.394196,0.00014430966,2.0
1895,801876.56,349332.44,625.0,0.06,346.09576,348.125,37.751427,2.0614552e-05,1.0
1896,801901.56,349332.44,625.0,0.06,346.12018,348.03125,344.14874,0.00011237303,1.0
1897,801926.56,349332.44,625.0,0.06,346.93427,353.78125,331.44705,0.0006162617,2.0
1898,801951.56,349332.44,625.0,0.06,350.08478,356.5,33.777695,0.0016962691,1.0
1899,801976.56,349332.44,625.0,0.06,349.2926,353.75,45.18303,0.0013426488,1.0
1900,802001.56,349332.44,625.0,0.06,349.27966,349.5625,285.6249,2.0098334e-05,5.0
1901,802026.56,349332.44,625.0,0.06,349.3257,349.78125,36.293205,6.857194e-06,1.0
1902,802051.56,349332.44,625.0,0.06,349.23038,350.0,313.2309,3.2374457e-05,1.0
1903,802076.56,349332.44,625.0,0.1,349.9333,350.1875,335.01215,1.667872e-06,1.0
1904,802101.56,349332.44,625.0,0.06,347.85025,350.0,2.5436523,1.7662255e-06,1.0
1905,802126.56,349332.44,625.0,0.06,339.7608,347.8125,65.95639,0.0013545325,1.0
1906,802151.56,349332.44,625.0,0.06,332.4235,335.625,113.43721,0.003922314,1.0
1907,802176.56,349332.44,625.0,0.06,329.54672,332.40625,23.204622,8.111326e-05,1.0
1908,802201.56,349332.44,724.44794,0.06,326.10956,330.53125,29.987871,5.8779555e-05,1.0
1909,802226.56,349332.44,589.74066,0.06,323.47745,326.125,40.51664,1.8763387e-06,1.0
1910,802426.56,349332.44,700.60266,0.06,311.13504,312.6875,349.01428,1.3187687e-05,1.0
1911,802451.56,349332.44,771.0212,0.06,311.4958,312.875,354.86984,2.8751376e-05,1.0
1912,802476.56,349332.44,625.0,0.06,312.26645,313.78125,326.17468,7.6281244e-06,2.0
1913,802501.56,349332.44,625.0,0.06,313.63974,315.71875,312.85587,5.5738597e-05,1.0
1914,802526.56,349332.44,625.0,0.1,315.56818,316.4375,299.42236,6.9421326e-06,1.0
1915,802551.56,349332.44,625.0,0.1,316.4342,316.8125,299.38113,3.31264e-06,3.0
1916,802576.56,349332.44,883.22894,0.06,316.40625,316.59375,70.16508,2.5386366e-06,1.0
1917,802726.56,349332.44,645.57513,0.06,323.57312,324.0,13.21158,6.424052e-06,1.0
1918,802751.56,349332.44,625.0,0.06,323.486,323.65625,119.54055,9.838459e-07,2.0
1919,802776.56,349332.44,625.0,0.06,323.10696,323.46875,17.56297,2.8631848e-06,1.0
1920,802801.56,349332.44,625.0,0.06,323.09216,323.21875,78.52022,3.6473577e-06,1.0
1921,802826.56,349332.44,625.0,0.06,323.0176,323.1875,358.4895,3.320984e-06,1.0
1922,802851.56,349332.44,625.0,0.06,322.01688,323.25,25.502626,1.4048453e-05,1.0
1923,802876.56,349332.44,625.0,0.06,320.70935,321.59375,52.999794,9.9522615e-05,1.0
1924,802901.56,349332.44,625.0,0.06,319.65704,320.78125,342.93918,2.607407e-05,1.0
1925,802926.56,349332.44,625.0,0.06,318.59055,319.46875,61.298717,6.4685184e-05,1.0
1926,802951.56,349332.44,625.0,0.06,318.6256,319.8125,310.4522,2.1344513e-05,1.0
1927,802976.56,349332.44,625.0,0.06,319.8131,321.4375,326.18588,9.900223e-06,1.0
1928,803001.56,349332.44,625.0,0.06,321.10342,322.375,319.87802,9.025663e-06,1.0
1929,803026.56,349332.44,625.0,0.06,322.3961,323.28125,337.10468,3.256982e-05,1.0
1930,803051.56,349332.44,625.0,0.06,322.1949,323.375,16.647602,3.159949e-05,1.0
1931,803076.56,349332.44,625.0,0.06,321.1472,322.09375,47.509174,8.2628874e-05,2.0
1932,803101.56,349332.44,625.0,0.06,320.7548,322.1875,348.62842,2.251403e-05,1.0
1933,803126.56,349332.44,625.0,0.06,320.24826,321.8125,359.85944,3.7978884e-06,1.0
1934,803151.56,349332.44,625.0,0.06,320.0577,321.0,4.7073917,0.00016946964,1.0
1935,803176.56,349332.44,625.0,0.06,320.5447,322.6875,306.7574,2.3637993e-05,1.0
1936,803201.56,349332.44,625.0,0.06,322.78207,324.9375,253.3827,0.00011627324,3.0
1937,803226.56,349332.44,625.0,0.06,323.3638,325.53125,5.412495,0.00016730255,1.0
1938,803251.56,349332.44,625.0,0.06,324.26492,326.03125,259.6127,0.00020520885,4.0
1939,803276.56,349332.44,625.0,0.06,325.2561,326.28125,258.80832,5.6660196e-05,1.0
1940,803301.56,349332.44,625.0,0.06,326.45233,326.875,321.4219,2.5763698e-05,1.0
1941,803326.56,349332.44,625.0,0.06,326.76184,327.0625,343.82654,4.1936446e-06,2.0
1942,803351.56,349332.44,625.0,0.06,327.16937,327.4375,318.44528,3.1189524e-05,1.0
1943,803376.56,349332.44,625.0,0.06,327.682,328.21875,281.34637,1.0690637e-05,1.0
1944,803401.56,349332.44,625.0,0.06,328.24832,329.0,290.49142,8.989432e-05,1.0
1945,803426.56,349332.44,625.0,0.06,328.79434,329.0,29.728907,4.8550017e-05,4.0
1946,803451.56,349332.44,625.0,0.06,329.3398,329.65625,324.63898,3.3302298e-05,1.0
1947,803476.56,349332.44,625.0,0.06,329.34055,330.0625,304.78647,5.517765e-06,1.0
1948,803501.56,349332.44,625.0,0.06,330.3012,331.15625,320.30093,1.286321e-06,1.0
1949,803526.56,349332.44,625.0,0.06,331.17303,331.6875,301.49622,5.561907e-06,1.0
1950,803551.56,349332.44,625.0,0.06,331.59164,331.96875,16.052397,9.593907e-06,1.0
1951,803576.56,349332.44,921.90686,0.06,331.40466,331.6875,311.6967,0.0003794164,1.0
1952,801676.56,349307.44,904.01324,0.06,357.76108,358.625,47.30478,2.4814752e-05,1.0
1953,801701.56,349307.44,625.0,0.06,357.2964,358.25,352.1149,1.5586244e-05,3.0
1954,801726.56,349307.44,625.0,0.06,356.9191,357.5,22.456266,4.2747375e-05,1.0
1955,801751.56,349307.44,625.0,0.06,353.23245,357.0625,50.80937,0.00028438948,1.0
1956,801776.56,349307.44,625.0,0.06,350.2818,354.03125,30.773691,4.1399842e-05,1.0
1957,801801.56,349307.44,625.0,0.06,349.89017,351.875,4.3169336,0.00011876653,1.0
1958,801826.56,349307.44,625.0,0.06,350.2833,352.28125,0.6641978,6.58765e-05,1.0
1959,801851.56,349307.44,625.0,0.06,350.14972,351.84375,28.95277,0.00015699171,1.0
1960,801876.56,349307.44,625.0,0.06,349.2806,352.90625,326.0459,0.00041317331,3.0
1961,801901.56,349307.44,625.0,0.06,349.29156,356.875,321.6748,0.0032620663,1.0
1962,801926.56,349307.44,625.0,0.06,355.73672,357.40625,341.2266,1.425923e-05,1.0
1963,801951.56,349307.44,625.0,0.06,357.30695,357.84375,349.6755,1.2257949e-05,1.0
1964,801976.56,349307.44,625.0,0.06,351.7212,358.28125,42.721455,0.0011916093,1.0
1965,802001.56,349307.44,625.0,0.06,349.88428,350.625,51.609867,0.0028203398,1.0
1966,802026.56,349307.44,625.0,0.06,350.16553,350.84375,66.96769,1.1612891e-05,1.0
1967,802051.56,349307.44,625.0,0.1,350.21774,350.5625,-1.0,8.720911e-06,5.0
1968,802076.56,349307.44,625.0,0.1,350.27405,350.59375,351.3083,1.2911835e-06,1.0
1969,802101.56,349307.44,625.0,0.1,348.63516,349.8125,120.57476,1.8455429e-06,1.0
1970,802126.56,349307.44,625.0,0.06,338.79758,346.28125,116.23694,0.004244577,1.0
1971,802151.56,349307.44,625.0,0.06,333.57944,336.90625,40.056065,0.00037742022,1.0
1972,802176.56,349307.44,625.0,0.06,333.23422,333.90625,21.042812,0.0002019258,1.0
1973,802201.56,349307.44,625.0,0.1,331.1482,333.375,67.204895,7.783069e-06,2.0
1974,802226.56,349307.44,625.0,0.06,326.31232,331.0,52.064644,0.00026741409,1.0
1975,802251.56,349307.44,735.5912,0.06,322.3639,324.75,36.4265,0.00012292345,1.0
1976,802476.56,349307.44,812.0601,0.06,314.14236,315.28125,284.91794,1.0928417e-05,5.0
1977,802501.56,349307.44,625.0,0.06,315.40265,316.15625,275.29358,2.0402153e-06,1.0
1978,802526.56,349307.44,625.0,0.1,316.3001,316.75,294.2106,1.1426667e-05,1.0
1979,802551.56,349307.44,902.0343,0.1,316.5278,316.90625,198.18904,7.572947e-06,1.0
1980,802701.56,349307.44,588.0344,0.06,324.11478,324.28125,160.61687,5.1477724e-07,1.0
1981,802726.56,349307.44,625.0,0.06,323.87808,324.0625,30.425783,1.0057444e-06,2.0
1982,802751.56,349307.44,625.0,0.06,323.72495,323.9375,6.170175,3.0071976e-06,5.0
1983,802776.56,349307.44,625.0,0.06,323.51797,323.84375,23.205893,2.48491e-06,1.0
1984,802801.56,349307.44,625.0,0.06,323.44678,323.8125,6.9758368,2.1246367e-06,4.0
1985,802826.56,349307.44,625.0,0.06,323.44678,323.6875,24.165874,9.25082e-07,1.0
1986,802851.56,349307.44,625.0,0.06,323.2316,323.65625,8.015907,4.1639555e-06,1.0
1987,802876.56,349307.44,625.0,0.06,321.5631,323.21875,43.992016,4.241769e-05,1.0
1988,802901.56,349307.44,625.0,0.06,320.9829,321.6875,3.5195909,9.3720344e-05,1.0
1989,802926.56,349307.44,625.0,0.06,320.14716,322.65625,347.16998,0.00016300786,1.0
1990,802951.56,349307.44,625.0,0.06,320.12436,322.65625,352.00598,5.8733345e-05,1.0
1991,802976.56,349307.44,625.0,0.06,321.8371,323.46875,329.0676,1.170021e-05,3.0
1992,803001.56,349307.44,625.0,0.06,322.79944,324.03125,337.4442,1.7278257e-05,1.0
1993,803026.56,349307.44,625.0,0.06,323.60834,324.53125,348.76938,3.9526123e-05,1.0
1994,803051.56,349307.44,625.0,0.06,323.88428,324.625,12.037999,2.0407326e-06,1.0
